slno,Date,HS Code,Product Description,Consignee Name,Shipper Name,Consignee Address 1 ,Consignee Address 2,Shipper Address1 ,Shipper Address 2 ,Standard Qty,Standard Unit,Standard Unit Rate $,Tax %,Estimated CIF Value $,Unit Rate $,Port of Destination,Country of Origin,QTY,Unit,Rate In FC,Rate Currency,Tax $,Landed Value $,Month,HS2,HS4,Consignee City,Consignee Pincode,Consignee State,Consignee Phone,Consignee E-mail,Contact Person,Shipper City,Shipper Country,Notify Party,BL TYP,Shipment Mode,Port Of Origin,HS Description,Raw Consignee Name,Raw Shipper Name,Raw Consignee Add1,Raw Consignee Add2,Raw Shipper Address1,Raw Shipper Address2,Raw Consignee City,Raw Consignee Pincode,Raw Consignee State,Raw Consignee Phone,Raw Consignee E-mail,Record Id
1397,21-06-2023,90021100,SEL28F20//Q SYX 32845140 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,7,SET,217.701,30.98001241,1523.91,217.7,Bombay Air,Thailand,7,SET,17981.79,INR,463.59,1987.5,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204559
1398,21-06-2023,85258900,ILCE-7M3K/BQIN5 32850520 DIGITAL STILL CAMERA WW541200,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,SET,1018.61,18.00006489,1018.61,1018.61,Bombay Air,Thailand,1,SET,84136.15,INR,180.05,1198.66,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204546
1399,21-06-2023,85258900,ILCE-7C/BQ IN5 32852020 DIGITAL STILL CAMERA WW850128,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,4,SET,1023.165,18.00000934,4092.66,1023.17,Bombay Air,Thailand,4,SET,84512.21,INR,723.4,4816.06,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204550
1400,21-06-2023,85258900,ILCE-6100YBQIN5 32851620 DIGITAL STILL CAMERA WW642826,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,3,SET,616.697,18.00000624,1850.09,616.7,Bombay Air,Thailand,3,SET,50938.55,INR,327.02,2177.11,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204548
1401,21-06-2023,85258900,ILCE-7C/SQ IN5 32852021 DIGITAL STILL CAMERA WW850128,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,5,SET,1023.166,17.99999728,5115.83,1023.17,Bombay Air,Thailand,5,SET,84512.21,INR,904.24,6020.07,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204551
1402,21-06-2023,85258900,2451093 FDR-AX43A/BCIN5 VIDEO CAMERA RECORDER FDR-AX43A WW109716,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,1,SET,560.31,30.9799641,560.31,560.31,Delhi Air,China,1,SET,44933.35,INR,173.59,733.9,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44244630
1403,21-06-2023,85258900,ILCE-6100LBQIN5 32851520 DIGITAL STILL CAMERA WW642826,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,3,SET,500.113,17.99998238,1500.34,500.11,Bombay Air,Thailand,3,SET,41308.76,INR,265.19,1765.53,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204547
1404,21-06-2023,85258900,2439268 HDR-CX405/BCIN5 VIDEO CAMERA RECORDER MEMORY CARDW/VIDEO-IN,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,53,SET,123.746,30.98000622,6558.55,123.75,Delhi Air,China,53,SET,9744.71,INR,2031.84,8590.39,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,44244629
1405,21-06-2023,85258900,ILCE-7SM3/BQIN5 32851920 DIGITAL STILL CAMERA WW271448,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,SET,2087.7,18.00000679,2087.7,2087.7,Bombay Air,Thailand,1,SET,172441.12,INR,369.01,2456.71,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204549
1406,21-06-2023,90021100,SEL20F18G//QSYX 32848340 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,6,SET,554.053,30.98002585,3324.32,554.05,Bombay Air,Thailand,6,SET,45764.08,INR,1029.87,4354.19,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204562
1407,21-06-2023,90021100,"BLOCK,SERVICE EXCLUSIVE OPTICS,A-2069-917-A,SEL28F20 PARTSFOR DIGITAL CAMERA",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"LTD #04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,1,NOS,295.56,30.98013601,295.56,295.56,Delhi Air,Japan,1,PCS,278.72,USD,91.57,387.13,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"LTD #04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43804441
1408,21-06-2023,90021100,"ZOOM LENS RP,A-2227-008-C,PXW-Z280V PARTS FOR VIDEO CAMERA RECORDER",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"LTD #04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,1,NOS,1310.95,30.97996115,1310.95,1310.95,Delhi Air,Japan,1,PCS,1287.74,USD,398.81,1709.76,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,SONY ELECTRONICS SINGAPORE PTE,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"LTD #04-06, 1 VENTURE AVENUEPERENNIAL BUSINESS CITY608521,",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43804448
1409,21-06-2023,90021100,SEL1635Z//Q SYX 32844840 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,3,SET,656.2,30.98001827,1968.6,656.2,Bombay Air,Thailand,3,SET,54201.43,INR,598.87,2567.47,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204558
1410,21-06-2023,90021100,SEL55210/BQ AE 32844750 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,89,SET,96.982,30.97999005,8631.39,96.98,Bombay Air,Thailand,89,SET,8010.59,INR,2674,11305.39,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204557
1411,21-06-2023,90021100,SEL24105G//QSYX 32848540 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,38,SET,645.878,30.98000022,24543.35,645.88,Bombay Air,Thailand,38,SET,53348.74,INR,7603.53,32146.88,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204563
1412,21-06-2023,85258900,ILCE-7RM4A/QIN5 32853020 DIGITAL STILL CAMERA WW447485,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,SET,2169.53,18.00002005,2169.53,2169.53,Bombay Air,Thailand,1,SET,179200.99,INR,383.47,2553,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204553
1413,21-06-2023,90021100,32848140 SEL35F18F// CSYX MICRO INTERCHANGEABLE LENS FRAMEMOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,6,SET,368.5,30.97997001,2211,368.5,Delhi Air,China,6,SET,29998.09,INR,672.6,2883.6,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"PTE. LTD., 1 VENTURE AVENUE #04-06,PERENNIAL BUSINESS CITY SINGAPORE608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43653202
1414,21-06-2023,90021100,SEL1635GM SYX 32846540 MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,2,SET,1060.64,30.98002512,2121.28,1060.64,Bombay Air,Thailand,2,SET,87607.78,INR,645.33,2766.61,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43204561
1415,22-06-2023,90021100,32845740 SEL85F14GM/QSYX MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,6,SET,805.443,30.97999151,4832.66,805.44,Delhi Air,Thailand,6,SET,66643.67,INR,1497.16,6329.82,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916126
1416,22-06-2023,85258900,32851620 ILCE-6100YBQIN5 DIGITAL STILL CAMERA ILCE-6100Y WW642826,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,3,SET,615.633,17.99997098,1846.9,615.63,Delhi Air,Thailand,3,SET,50938.55,INR,326.45,2173.35,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916117
1417,22-06-2023,90021100,32860040 SEL2470GM2/QSYX MICRO INTERCHANGEABLE LENS FRAME MOUNTED FOR DIGITAL CAMERA,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,6,SET,1227.733,30.98000644,7366.4,1227.73,Delhi Air,Thailand,6,SET,101584.69,INR,2282.11,9648.51,Jun-2023,90,9002,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916132
1418,22-06-2023,85258900,32850520 ILCE-7M3K/BQIN5 DIGITAL STILL CAMERA ILCE-7M3K WW541200,SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,1,SET,1016.85,17.99999764,1016.85,1016.85,Delhi Air,Thailand,1,SET,84136.15,INR,179.73,1196.58,Jun-2023,85,8525,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,MASARU TAMAGAWA,NA,NA,NA,HC,Air,Not Available,"Transmission apparatus for radio-telephony, radio-telegraph, radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; Television cameras; still-mage video cameras and other video camer",SONY INDIA PVT LTD,Sony Electronics Asia Pacific Pte Ltd,"A-18 MOHAN COOPERATIVE INDUSTRIAL,ESTATE MATHURA ROAD",NA,"1 VENTURE AVENUE04-06, PERENNIAL BUSINESS CITYSINGAPORE 608521",NA,NEW DELHI,110044,DELHI,NA,abhishek.ranjan1@sony.com,43916114
